Sample	Project	Score
TCGA-35-3615	lung_adenocarcinoma	405.83839
TCGA-E9-A295	breast_cancer	-382.67716
TCGA-EE-A3JE	melanoma	2567.13526
TCGA-B0-5104	kidney_clear_cell_carcinoma	574.54140
TCGA-38-6178	lung_adenocarcinoma	409.23843
TCGA-OR-A5K4	adrenocortical_cancer	-1181.25400
TCGA-BH-A0BG	breast_cancer	1022.37285
TCGA-A8-A09N	breast_cancer	-285.46217
TCGA-A2-A0YK	breast_cancer	1564.32105
TCGA-E9-A22H	breast_cancer	-45.04019
TCGA-HZ-8002	pancreatic_cancer	1053.77948
TCGA-EB-A4OY	melanoma	250.28015
TCGA-AQ-A04L	breast_cancer	-286.69422
TCGA-GM-A2DI	breast_cancer	2172.18658
TCGA-WL-A834	cervical_cancer	-546.46820
TCGA-BH-A0BP	breast_cancer	-200.71183
TCGA-66-2759	lung_squamous_cell_carcinoma	788.31646
TCGA-CA-6716	colon_cancer	-953.25568
TCGA-DQ-5631	head_and_neck_cancer	-470.01342
TCGA-AR-A2LR	breast_cancer	-530.14811
TCGA-AU-3779	colon_cancer	439.47602
TCGA-14-0781	glioblastoma	810.45542
TCGA-AN-A04C	breast_cancer	-158.21495
TCGA-EM-A3AI	thyroid_cancer_	-1352.32023
TCGA-HT-A5R5	lower_grade_glioma	204.29468
TCGA-G4-6303	colon_cancer	-361.13296
TCGA-G9-6336	prostate_cancer	-1000.92756
TCGA-E9-A1RF	breast_cancer	696.12796
TCGA-QR-A70I	pheochromocytoma_&_paraganglioma	-677.56517
TCGA-BA-5559	head_and_neck_cancer	1893.91876
TCGA-06-5411	glioblastoma	-34.56742
TCGA-KN-8428	kidney_chromophobe	-865.46791
TCGA-EL-A4JV	thyroid_cancer_	-829.98276
TCGA-EE-A2GD	melanoma	642.39364
TCGA-EI-6885	rectal_cancer	65.80412
TCGA-CN-6024	head_and_neck_cancer	-976.66763
TCGA-CJ-4871	kidney_clear_cell_carcinoma	759.57092
TCGA-DJ-A2Q2	thyroid_cancer_	-177.02108
TCGA-GN-A266	melanoma	1705.75529
TCGA-G4-6298	colon_cancer	-1140.70068
TCGA-OL-A66I	breast_cancer	2269.41660
TCGA-50-5935	lung_adenocarcinoma	1651.33657
TCGA-43-6143	lung_squamous_cell_carcinoma	-488.36969
TCGA-49-6743	lung_adenocarcinoma	706.76898
TCGA-DB-5278	lower_grade_glioma	-1097.17744
TCGA-IR-A3LL	cervical_cancer	1824.68717
TCGA-G7-6797	kidney_papillary_cell_carcinoma	-802.85925
TCGA-FR-A3R1	melanoma	160.94030
TCGA-S7-A7WQ	pheochromocytoma_&_paraganglioma	98.76496
TCGA-A7-A26I	breast_cancer	-68.91824
TCGA-HT-A4DV	lower_grade_glioma	-799.68435
TCGA-QR-A70R	pheochromocytoma_&_paraganglioma	-897.23795
TCGA-CV-5444	head_and_neck_cancer	1163.38596
TCGA-H7-7774	head_and_neck_cancer	455.59950
TCGA-FE-A232	thyroid_cancer_	257.38495
TCGA-A3-3317	kidney_clear_cell_carcinoma	1026.86518
TCGA-AA-3713	colon_cancer	859.33822
TCGA-E2-A1IH	breast_cancer	1507.18379
TCGA-EJ-5502	prostate_cancer	-346.45273
TCGA-37-3789	lung_squamous_cell_carcinoma	952.56947
TCGA-ET-A25I	thyroid_cancer_	63.07156
TCGA-ED-A66X	liver_cancer	393.97197
TCGA-IM-A3U3	thyroid_cancer_	31.00343
TCGA-BH-A0EA	breast_cancer	-96.94067
TCGA-CZ-5458	kidney_clear_cell_carcinoma	-1108.06893
TCGA-06-0178	glioblastoma	434.25320
TCGA-CN-5364	head_and_neck_cancer	382.77785
TCGA-39-5022	lung_squamous_cell_carcinoma	2160.64218
TCGA-RA-A741	cervical_cancer	1027.72279
TCGA-55-A4DF	lung_adenocarcinoma	1137.50404
TCGA-55-7913	lung_adenocarcinoma	-333.19622
TCGA-HZ-7289	pancreatic_cancer	-720.03820
TCGA-AN-A0XN	breast_cancer	831.78453
TCGA-DA-A3F3	melanoma	-352.65815
TCGA-EA-A50E	cervical_cancer	303.51978
TCGA-RW-A68G	pheochromocytoma_&_paraganglioma	-622.71478
TCGA-BP-4765	kidney_clear_cell_carcinoma	517.49159
TCGA-22-1012	lung_squamous_cell_carcinoma	263.88318
TCGA-B6-A0IG	breast_cancer	-544.82682
TCGA-55-6986	lung_adenocarcinoma	795.07814
TCGA-DM-A1D9	colon_cancer	-879.65267
TCGA-A7-A0CG	breast_cancer	839.08705
TCGA-CI-6622	rectal_cancer	-694.61411
TCGA-06-2564	glioblastoma	339.70701
TCGA-DM-A1D6	colon_cancer	-1173.54386
TCGA-CQ-5332	head_and_neck_cancer	-325.09068
TCGA-B0-4817	kidney_clear_cell_carcinoma	1425.10290
TCGA-B1-A47O	kidney_papillary_cell_carcinoma	225.46782
TCGA-DB-A64Q	lower_grade_glioma	-1074.77727
TCGA-CJ-4639	kidney_clear_cell_carcinoma	1309.65694
TCGA-IK-8125	lower_grade_glioma	-1046.48960
TCGA-CF-A3MH	bladder_cancer	-604.60905
TCGA-AZ-4615	colon_cancer	767.75166
TCGA-DA-A3F8	melanoma	2732.17107
TCGA-55-8096	lung_adenocarcinoma	1211.05582
TCGA-02-2483	glioblastoma	86.89831
TCGA-F7-7848	head_and_neck_cancer	551.07429
TCGA-KR-A7K7	liver_cancer	665.26913
TCGA-SP-A6QI	pheochromocytoma_&_paraganglioma	-603.26248
TCGA-H2-A421	thyroid_cancer_	884.03542
TCGA-A8-A0A7	breast_cancer	2357.55264
TCGA-39-5036	lung_squamous_cell_carcinoma	-140.11210
TCGA-N8-A4PQ	uterine_carcinosarcoma_	81.10854
TCGA-73-4676	lung_adenocarcinoma	2462.83945
TCGA-BP-4158	kidney_clear_cell_carcinoma	478.69011
TCGA-06-0686	glioblastoma	-170.54740
TCGA-FN-7833	lower_grade_glioma	820.39344
TCGA-BC-A112	liver_cancer	-70.86926
TCGA-FE-A235	thyroid_cancer_	-37.58378
TCGA-KN-8425	kidney_chromophobe	130.40596
TCGA-D3-A3C3	melanoma	851.52372
TCGA-B0-5092	kidney_clear_cell_carcinoma	2386.51481
TCGA-06-5410	glioblastoma	2315.39608
TCGA-06-0743	glioblastoma	17.61891
TCGA-A2-A0CU	breast_cancer	-651.63473
TCGA-QR-A6GU	pheochromocytoma_&_paraganglioma	-921.60149
TCGA-EL-A4K4	thyroid_cancer_	99.83927
TCGA-NA-A4R0	uterine_carcinosarcoma_	630.80119
TCGA-ET-A39R	thyroid_cancer_	1328.82640
TCGA-CQ-5323	head_and_neck_cancer	222.84637
TCGA-EL-A3CW	thyroid_cancer_	1135.04434
TCGA-A1-A0SK	breast_cancer	-1724.49477
TCGA-62-A46O	lung_adenocarcinoma	-1098.75140
TCGA-MP-A4TD	lung_adenocarcinoma	764.71807
TCGA-CZ-5982	kidney_clear_cell_carcinoma	263.50536
TCGA-A8-A08G	breast_cancer	-10.28059
TCGA-CH-5744	prostate_cancer	-755.80957
TCGA-EU-5906	kidney_clear_cell_carcinoma	925.78771
TCGA-AO-A03L	breast_cancer	121.13680
TCGA-44-2666	lung_adenocarcinoma	135.44573
TCGA-C5-A7CL	cervical_cancer	36.06618
TCGA-EB-A3XC	melanoma	19.34338
TCGA-ER-A19E	melanoma	-263.09732
TCGA-AR-A24M	breast_cancer	-179.26833
TCGA-A8-A0A2	breast_cancer	158.52460
TCGA-E9-A1QZ	breast_cancer	1216.82944
TCGA-A8-A09Z	breast_cancer	726.30385
TCGA-FT-A3EE	bladder_cancer	-653.79016
TCGA-OR-A5L6	adrenocortical_cancer	-225.37055
TCGA-DG-A2KK	cervical_cancer	136.78029
TCGA-OL-A5RV	breast_cancer	-608.32688
TCGA-PE-A5DE	breast_cancer	2147.16679
TCGA-KK-A6E6	prostate_cancer	-709.98171
TCGA-B0-4700	kidney_clear_cell_carcinoma	2318.37719
TCGA-WB-A81R	pheochromocytoma_&_paraganglioma	-1251.78586
TCGA-ET-A3BN	thyroid_cancer_	-681.73986
TCGA-CQ-6218	head_and_neck_cancer	490.74394
TCGA-CX-7086	head_and_neck_cancer	-177.54943
TCGA-CZ-5453	kidney_clear_cell_carcinoma	-801.38207
TCGA-HD-7754	head_and_neck_cancer	-26.16113
TCGA-DD-A11D	liver_cancer	933.24510
TCGA-FV-A23B	liver_cancer	1017.00276
TCGA-CS-5397	lower_grade_glioma	-363.30030
TCGA-KL-8343	kidney_chromophobe	-863.20106
TCGA-DJ-A4UP	thyroid_cancer_	958.62403
TCGA-CZ-5454	kidney_clear_cell_carcinoma	1801.30983
TCGA-HT-7681	lower_grade_glioma	-784.61690
TCGA-JX-A3Q8	cervical_cancer	402.29238
TCGA-AF-2687	rectal_cancer	708.06270
TCGA-DM-A28K	colon_cancer	-657.63009
TCGA-FS-A1YY	melanoma	-430.88322
TCGA-93-A4JO	lung_adenocarcinoma	1898.72902
TCGA-B0-4710	kidney_clear_cell_carcinoma	789.84562
TCGA-C8-A1HK	breast_cancer	-436.86028
TCGA-A8-A081	breast_cancer	631.26568
TCGA-06-0158	glioblastoma	443.06679
TCGA-DJ-A4V0	thyroid_cancer_	1208.53386
TCGA-BH-A0E6	breast_cancer	265.12132
TCGA-HT-8013	lower_grade_glioma	796.61973
TCGA-A2-A1FZ	breast_cancer	313.27178
TCGA-CJ-6027	kidney_clear_cell_carcinoma	2136.43739
TCGA-EB-A5UM	melanoma	869.42936
TCGA-CR-7391	head_and_neck_cancer	1394.46467
TCGA-BJ-A18Z	thyroid_cancer_	-74.36928
TCGA-DJ-A3UR	thyroid_cancer_	-503.14638
TCGA-BQ-5878	kidney_papillary_cell_carcinoma	-698.32239
TCGA-ER-A197	melanoma	1750.72768
TCGA-AN-A0AT	breast_cancer	-158.84535
TCGA-J4-A67T	prostate_cancer	-769.31333
TCGA-BM-6198	rectal_cancer	567.07563
TCGA-DU-7292	lower_grade_glioma	-1244.37177
TCGA-EB-A5SG	melanoma	2944.38620
TCGA-D5-6538	colon_cancer	-1322.99431
TCGA-HZ-7918	pancreatic_cancer	1927.95277
TCGA-WB-A817	pheochromocytoma_&_paraganglioma	-939.85457
TCGA-FK-A3SB	thyroid_cancer_	-629.10814
TCGA-EE-A29X	melanoma	1125.44233
TCGA-FS-A1ZB	melanoma	1027.79999
TCGA-C5-A1BL	cervical_cancer	750.91987
TCGA-CV-7407	head_and_neck_cancer	884.42493
TCGA-B6-A0RE	breast_cancer	-362.53190
TCGA-CZ-5466	kidney_clear_cell_carcinoma	-137.48097
TCGA-HT-7690	lower_grade_glioma	271.02617
TCGA-KL-8339	kidney_chromophobe	-674.73264
TCGA-DU-7299	lower_grade_glioma	-393.53114
TCGA-DJ-A2Q6	thyroid_cancer_	-170.93373
TCGA-AN-A0FY	breast_cancer	-547.50937
TCGA-KL-8330	kidney_chromophobe	-1392.84068
TCGA-06-2559	glioblastoma	-138.91657
TCGA-E2-A3DX	breast_cancer	1431.44572
TCGA-AK-3458	kidney_clear_cell_carcinoma	748.25307
TCGA-55-8505	lung_adenocarcinoma	-273.50072
TCGA-EL-A3MZ	thyroid_cancer_	65.15898
TCGA-46-3768	lung_squamous_cell_carcinoma	-102.50760
TCGA-QN-A5NN	uterine_carcinosarcoma_	-242.09382
TCGA-CN-6996	head_and_neck_cancer	1397.18660
TCGA-F4-6460	colon_cancer	-189.46441
TCGA-86-8674	lung_adenocarcinoma	-506.35709
TCGA-EA-A3HT	cervical_cancer	403.67164
TCGA-EI-6507	rectal_cancer	604.54075
TCGA-CQ-6228	head_and_neck_cancer	-309.39162
TCGA-CH-5741	prostate_cancer	-1295.14042
TCGA-91-6835	lung_adenocarcinoma	2382.99745
TCGA-D3-A1Q4	melanoma	-68.95372
TCGA-HQ-A2OE	bladder_cancer	-858.26150
TCGA-EJ-8472	prostate_cancer	-1223.30338
TCGA-A8-A06P	breast_cancer	11.01077
TCGA-HG-A2PA	cervical_cancer	301.31274
TCGA-Q1-A73Q	cervical_cancer	-527.01956
TCGA-AC-A23G	breast_cancer	541.64694
TCGA-AR-A2LN	breast_cancer	340.91517
TCGA-BH-A18H	breast_cancer	1233.61206
TCGA-BP-4987	kidney_clear_cell_carcinoma	868.77686
TCGA-IZ-8195	kidney_papillary_cell_carcinoma	-872.06231
TCGA-05-4434	lung_adenocarcinoma	1881.88460
TCGA-AA-3514	colon_cancer	1242.54529
TCGA-OL-A5D7	breast_cancer	1230.87262
TCGA-E2-A1B6	breast_cancer	2495.77001
TCGA-05-4405	lung_adenocarcinoma	845.59308
TCGA-A6-6141	colon_cancer	235.99040
TCGA-CV-6939	head_and_neck_cancer	711.60047
TCGA-DB-A64L	lower_grade_glioma	-821.66763
TCGA-RW-A689	pheochromocytoma_&_paraganglioma	-498.09325
TCGA-FW-A3TV	melanoma	166.94575
TCGA-75-5122	lung_adenocarcinoma	3286.66820
TCGA-22-5485	lung_squamous_cell_carcinoma	-153.46395
TCGA-BQ-5884	kidney_papillary_cell_carcinoma	-842.65824
TCGA-C8-A12N	breast_cancer	233.16282
TCGA-A2-A04V	breast_cancer	-87.83494
TCGA-HV-A5A4	pancreatic_cancer	384.64664
TCGA-G5-6572	rectal_cancer	201.12106
TCGA-E2-A15D	breast_cancer	-223.30863
TCGA-49-6745	lung_adenocarcinoma	1535.70013
TCGA-CU-A0YR	bladder_cancer	456.10805
TCGA-AR-A2LE	breast_cancer	-274.29180
TCGA-DJ-A3VM	thyroid_cancer_	-846.19650
TCGA-FG-8187	lower_grade_glioma	-722.38922
TCGA-OR-A5JW	adrenocortical_cancer	-710.37627
TCGA-CV-7242	head_and_neck_cancer	732.62792
TCGA-DJ-A3VL	thyroid_cancer_	931.49391
TCGA-ET-A3DO	thyroid_cancer_	1241.77656
TCGA-76-4928	glioblastoma	507.12367
TCGA-QA-A7B7	liver_cancer	-490.89133
TCGA-CR-5243	head_and_neck_cancer	592.84968
TCGA-FG-8185	lower_grade_glioma	-810.11573
TCGA-A8-A06T	breast_cancer	-65.58342
TCGA-BJ-A0ZJ	thyroid_cancer_	1121.96102
TCGA-D8-A1JA	breast_cancer	-133.10512
TCGA-CN-4723	head_and_neck_cancer	418.51576
TCGA-EW-A1J2	breast_cancer	470.37485
TCGA-BH-A0RX	breast_cancer	1721.12737
TCGA-RW-A685	pheochromocytoma_&_paraganglioma	-475.94725
TCGA-FU-A3TQ	cervical_cancer	390.53201
TCGA-D5-6930	colon_cancer	443.01863
TCGA-21-1077	lung_squamous_cell_carcinoma	388.64652
TCGA-CV-7247	head_and_neck_cancer	-712.02269
TCGA-E9-A2JS	breast_cancer	-505.23137
TCGA-C4-A0F7	bladder_cancer	-869.55102
TCGA-F4-6805	colon_cancer	420.87204
TCGA-HM-A3JK	cervical_cancer	560.23840
TCGA-EM-A3AN	thyroid_cancer_	-417.33429
TCGA-CH-5763	prostate_cancer	-691.43068
TCGA-A1-A0SF	breast_cancer	278.65097
TCGA-05-4402	lung_adenocarcinoma	848.38666
TCGA-HC-7748	prostate_cancer	-496.23238
TCGA-CC-A7IG	liver_cancer	-9.74338
TCGA-05-5428	lung_adenocarcinoma	831.01792
TCGA-CW-5589	kidney_clear_cell_carcinoma	-936.41330
TCGA-CV-7438	head_and_neck_cancer	616.75153
TCGA-RW-A7D0	pheochromocytoma_&_paraganglioma	-40.15643
TCGA-DC-6155	rectal_cancer	-151.85872
TCGA-05-4250	lung_adenocarcinoma	1184.84179
TCGA-FD-A3B3	bladder_cancer	1445.53896
TCGA-EE-A2ME	melanoma	3046.63116
TCGA-HT-A61A	lower_grade_glioma	-1389.42888
TCGA-97-8552	lung_adenocarcinoma	1425.00382
TCGA-BT-A3PH	bladder_cancer	-778.62066
TCGA-AN-A0FV	breast_cancer	-645.74449
TCGA-AT-A5NU	kidney_papillary_cell_carcinoma	-818.42397
TCGA-HC-7209	prostate_cancer	-844.82312
TCGA-95-A4VN	lung_adenocarcinoma	1743.76620
TCGA-CN-5356	head_and_neck_cancer	-64.02083
TCGA-B6-A0WV	breast_cancer	-1350.77725
TCGA-D8-A27F	breast_cancer	-312.75269
TCGA-A7-A3J0	breast_cancer	-135.05734
TCGA-CJ-4868	kidney_clear_cell_carcinoma	1898.42948
TCGA-B6-A0IP	breast_cancer	-213.83070
TCGA-AO-A128	breast_cancer	2695.08907
TCGA-55-8204	lung_adenocarcinoma	834.87964
TCGA-44-2659	lung_adenocarcinoma	1273.62317
TCGA-DJ-A1QM	thyroid_cancer_	-385.14757
TCGA-CK-5914	colon_cancer	-341.69545
TCGA-E2-A1LB	breast_cancer	-472.43365
TCGA-DV-5574	kidney_clear_cell_carcinoma	1827.83570
TCGA-EM-A22L	thyroid_cancer_	-1197.84739
TCGA-BP-4781	kidney_clear_cell_carcinoma	799.06825
TCGA-05-4417	lung_adenocarcinoma	1580.97608
TCGA-AR-A1AJ	breast_cancer	2173.73698
TCGA-CU-A3YL	bladder_cancer	-584.28885
TCGA-CV-6953	head_and_neck_cancer	380.88471
TCGA-EE-A2GE	melanoma	2120.17414
TCGA-OR-A5K9	adrenocortical_cancer	-1133.55617
TCGA-DJ-A13U	thyroid_cancer_	-523.40432
TCGA-O8-A75V	liver_cancer	598.04832
TCGA-DD-A39X	liver_cancer	20.95815
TCGA-UB-A7MF	liver_cancer	1332.83280
TCGA-80-5607	lung_adenocarcinoma	1154.89029
TCGA-50-7109	lung_adenocarcinoma	683.66927
TCGA-E2-A15H	breast_cancer	-631.93955
TCGA-06-2558	glioblastoma	-36.51926
TCGA-LP-A4AU	cervical_cancer	267.33185
TCGA-CN-6020	head_and_neck_cancer	516.03089
TCGA-28-5209	glioblastoma	-528.08973
TCGA-D8-A4Z1	breast_cancer	-143.38006
TCGA-18-3415	lung_squamous_cell_carcinoma	806.03477
TCGA-A2-A0YG	breast_cancer	-424.95855
TCGA-E9-A1RC	breast_cancer	-941.68249
TCGA-FU-A3WB	cervical_cancer	-587.04072
TCGA-CM-5868	colon_cancer	-512.44565
TCGA-HC-7821	prostate_cancer	-139.77745
TCGA-OR-A5K0	adrenocortical_cancer	-914.70703
TCGA-AR-A24H	breast_cancer	125.23219
TCGA-BP-4998	kidney_clear_cell_carcinoma	1548.96127
TCGA-CL-5918	rectal_cancer	-450.63940
TCGA-AR-A1AR	breast_cancer	1317.93087
TCGA-NJ-A4YI	lung_adenocarcinoma	936.13753
TCGA-OR-A5LP	adrenocortical_cancer	47.54555
TCGA-BP-5006	kidney_clear_cell_carcinoma	798.30391
TCGA-97-7941	lung_adenocarcinoma	697.49258
TCGA-BH-A28O	breast_cancer	-13.62626
TCGA-A2-A0SX	breast_cancer	1405.32913
TCGA-34-5239	lung_squamous_cell_carcinoma	1290.56100
TCGA-EJ-A65J	prostate_cancer	-875.29547
TCGA-HZ-8636	pancreatic_cancer	836.04074
TCGA-ET-A2N0	thyroid_cancer_	453.18932
TCGA-CH-5792	prostate_cancer	154.10752
TCGA-UC-A7PD	cervical_cancer	-99.43213
TCGA-D3-A3MR	melanoma	2057.28677
TCGA-Q1-A6DW	cervical_cancer	23.54878
TCGA-D8-A1X5	breast_cancer	305.42802
TCGA-BF-A5EQ	melanoma	588.41888
TCGA-AN-A0FK	breast_cancer	-487.73377
TCGA-95-A4VK	lung_adenocarcinoma	707.05749
TCGA-75-6212	lung_adenocarcinoma	1540.45714
TCGA-D8-A1XS	breast_cancer	-110.89142
TCGA-HZ-7926	pancreatic_cancer	456.84812
TCGA-C8-A26Y	breast_cancer	7.27703
TCGA-05-4424	lung_adenocarcinoma	1169.52982
TCGA-44-6779	lung_adenocarcinoma	1886.98192
TCGA-E3-A3E1	thyroid_cancer_	-180.65629
TCGA-A6-6137	colon_cancer	147.33213
TCGA-28-2513	glioblastoma	1267.34080
TCGA-BH-A1EW	breast_cancer	389.58599
TCGA-CU-A0YO	bladder_cancer	271.31863
TCGA-46-6026	lung_squamous_cell_carcinoma	-691.45397
TCGA-RT-A6YC	pheochromocytoma_&_paraganglioma	-51.48004
TCGA-BJ-A0ZC	thyroid_cancer_	-888.33458
TCGA-43-5668	lung_squamous_cell_carcinoma	1698.36727
TCGA-AD-6895	colon_cancer	230.88266
TCGA-HI-7170	prostate_cancer	-255.64282
TCGA-D8-A3Z6	breast_cancer	-420.93318
TCGA-EA-A5FO	cervical_cancer	-833.21057
TCGA-DD-A3A6	liver_cancer	791.33087
TCGA-DD-A73G	liver_cancer	100.88630
TCGA-EF-5830	rectal_cancer	-500.91982
TCGA-DW-7837	kidney_papillary_cell_carcinoma	363.08768
TCGA-66-2786	lung_squamous_cell_carcinoma	924.40867
TCGA-EI-7004	rectal_cancer	619.79254
TCGA-E8-A44K	thyroid_cancer_	5.30560
TCGA-69-8254	lung_adenocarcinoma	1026.00915
TCGA-S7-A7WR	pheochromocytoma_&_paraganglioma	-653.41518
TCGA-FS-A1Z3	melanoma	-549.58467
TCGA-OR-A5J5	adrenocortical_cancer	-918.61256
TCGA-FD-A3SS	bladder_cancer	-817.79440
TCGA-AC-A3HN	breast_cancer	710.32972
TCGA-60-2720	lung_squamous_cell_carcinoma	1170.30600
TCGA-E8-A433	thyroid_cancer_	210.78619
TCGA-AC-A2FE	breast_cancer	1530.42605
TCGA-DD-A4NS	liver_cancer	581.44407
TCGA-QR-A6H1	pheochromocytoma_&_paraganglioma	-693.20959
TCGA-EM-A2OW	thyroid_cancer_	-548.02211
TCGA-B6-A0WX	breast_cancer	302.35011
TCGA-EB-A24C	melanoma	-697.06323
TCGA-CM-6168	colon_cancer	559.12976
TCGA-C5-A1MQ	cervical_cancer	1579.57896
TCGA-CV-6938	head_and_neck_cancer	109.47112
TCGA-CJ-4886	kidney_clear_cell_carcinoma	1295.03715
TCGA-P8-A5KC	pheochromocytoma_&_paraganglioma	-463.28944
TCGA-A1-A0SQ	breast_cancer	-309.06165
TCGA-69-7764	lung_adenocarcinoma	330.90620
TCGA-IB-7885	pancreatic_cancer	1165.73807
TCGA-AK-3451	kidney_clear_cell_carcinoma	1255.78694
TCGA-A2-A25F	breast_cancer	2970.63247
TCGA-BH-A0DX	breast_cancer	706.92251
TCGA-EM-A3FL	thyroid_cancer_	-855.47966
TCGA-EL-A3GP	thyroid_cancer_	1103.39761
TCGA-ET-A3DW	thyroid_cancer_	-8.40808
TCGA-A2-A0T0	breast_cancer	-42.49449
TCGA-86-6562	lung_adenocarcinoma	577.69220
TCGA-EW-A1OX	breast_cancer	-1559.27887
TCGA-A2-A0CV	breast_cancer	391.59448
TCGA-MI-A75I	liver_cancer	-362.75039
TCGA-D8-A1XY	breast_cancer	-258.96733
TCGA-J4-A67N	prostate_cancer	-438.34750
TCGA-QR-A705	pheochromocytoma_&_paraganglioma	-955.61573
TCGA-GN-A267	melanoma	380.58178
TCGA-G4-6306	colon_cancer	-346.10865
TCGA-DD-A4NA	liver_cancer	109.37416
TCGA-NA-A4QY	uterine_carcinosarcoma_	-897.89522
TCGA-60-2719	lung_squamous_cell_carcinoma	152.46877
TCGA-DA-A1I8	melanoma	98.64661
TCGA-CV-7411	head_and_neck_cancer	35.46649
TCGA-CJ-4888	kidney_clear_cell_carcinoma	2683.51456
TCGA-CZ-4859	kidney_clear_cell_carcinoma	63.88845
TCGA-EK-A2PL	cervical_cancer	-68.25273
TCGA-64-5775	lung_adenocarcinoma	407.22905
TCGA-CV-6960	head_and_neck_cancer	-505.09657
TCGA-CV-7103	head_and_neck_cancer	-467.38914
TCGA-BB-7872	head_and_neck_cancer	531.59026
TCGA-G9-6384	prostate_cancer	-1024.39841
TCGA-IB-7890	pancreatic_cancer	539.53442
TCGA-KS-A4IB	thyroid_cancer_	-609.14313
TCGA-55-8616	lung_adenocarcinoma	278.39074
TCGA-DB-5281	lower_grade_glioma	-936.72638
TCGA-A2-A3XY	breast_cancer	950.79311
TCGA-OR-A5JG	adrenocortical_cancer	-690.02898
TCGA-BP-5177	kidney_clear_cell_carcinoma	467.49432
TCGA-HC-7233	prostate_cancer	95.11418
TCGA-G3-A25T	liver_cancer	-230.65115
TCGA-LP-A4AV	cervical_cancer	1354.13652
TCGA-KL-8329	kidney_chromophobe	179.64261
TCGA-C8-A26W	breast_cancer	489.48257
TCGA-CJ-4870	kidney_clear_cell_carcinoma	617.68540
TCGA-KR-A7K8	liver_cancer	1093.78009
TCGA-ET-A40S	thyroid_cancer_	715.28083
TCGA-CQ-5329	head_and_neck_cancer	845.41604
TCGA-CR-6493	head_and_neck_cancer	-221.41008
TCGA-S7-A7WT	pheochromocytoma_&_paraganglioma	-593.34648
TCGA-86-6851	lung_adenocarcinoma	2246.51743
TCGA-60-2707	lung_squamous_cell_carcinoma	670.43034
TCGA-DJ-A1QN	thyroid_cancer_	-113.83223
TCGA-DC-5869	rectal_cancer	-488.73082
TCGA-SQ-A6I6	pheochromocytoma_&_paraganglioma	-1402.04431
TCGA-86-7713	lung_adenocarcinoma	-568.25675
TCGA-A6-5659	colon_cancer	-638.71015
TCGA-E1-5318	lower_grade_glioma	-911.27877
TCGA-HT-A616	lower_grade_glioma	-1235.81616
TCGA-A3-3349	kidney_clear_cell_carcinoma	882.56254
TCGA-AO-A1KR	breast_cancer	-109.50544
TCGA-BP-5007	kidney_clear_cell_carcinoma	929.56175
TCGA-LL-A441	breast_cancer	1742.66011
TCGA-EJ-5542	prostate_cancer	-908.29642
TCGA-QR-A70Q	pheochromocytoma_&_paraganglioma	-756.28292
TCGA-P7-A5NX	pheochromocytoma_&_paraganglioma	-885.46452
TCGA-BH-A0B5	breast_cancer	211.85504
TCGA-DK-A1AD	bladder_cancer	-194.29183
TCGA-B6-A0RO	breast_cancer	-685.74254
TCGA-B0-5081	kidney_clear_cell_carcinoma	2566.31501
TCGA-EE-A29N	melanoma	1420.32509
TCGA-86-8281	lung_adenocarcinoma	159.14891
TCGA-EK-A2GZ	cervical_cancer	-4.55704
TCGA-22-1016	lung_squamous_cell_carcinoma	1194.96378
TCGA-EB-A44O	melanoma	-608.64243
TCGA-66-2794	lung_squamous_cell_carcinoma	1468.99907
TCGA-ER-A2ND	melanoma	-2.87504
TCGA-A2-A04W	breast_cancer	-192.61221
TCGA-C8-A3M8	breast_cancer	-709.32249
TCGA-BA-6872	head_and_neck_cancer	79.01707
TCGA-FS-A4F0	melanoma	-887.80845
TCGA-WB-A816	pheochromocytoma_&_paraganglioma	-496.09760
TCGA-EL-A3H7	thyroid_cancer_	666.20242
TCGA-64-5778	lung_adenocarcinoma	1864.51703
TCGA-HC-7075	prostate_cancer	-760.10803
TCGA-AH-6903	rectal_cancer	-679.49473
TCGA-FJ-A3ZF	bladder_cancer	-1409.48200
TCGA-H2-A26U	thyroid_cancer_	1543.52435
TCGA-CW-6090	kidney_clear_cell_carcinoma	-1294.00022
TCGA-QR-A70C	pheochromocytoma_&_paraganglioma	-867.10992
TCGA-D3-A2J9	melanoma	3014.00189
TCGA-A4-7584	kidney_papillary_cell_carcinoma	-880.00009
TCGA-KO-8409	kidney_chromophobe	-372.69999
TCGA-DY-A1DC	rectal_cancer	-334.69494
TCGA-BH-A1FG	breast_cancer	15.67220
TCGA-EJ-5510	prostate_cancer	-521.42477
TCGA-J7-8537	kidney_papillary_cell_carcinoma	1311.52777
TCGA-G4-6295	colon_cancer	346.35204
TCGA-26-5132	glioblastoma	-53.52808
TCGA-FS-A1Z0	melanoma	1167.19343
TCGA-BP-4974	kidney_clear_cell_carcinoma	501.17629
TCGA-DU-6395	lower_grade_glioma	-513.83142
TCGA-66-2781	lung_squamous_cell_carcinoma	235.55288
TCGA-C5-A1MH	cervical_cancer	1487.70590
TCGA-75-7031	lung_adenocarcinoma	883.23457
TCGA-E2-A1LI	breast_cancer	438.09997
TCGA-DD-A3A9	liver_cancer	318.77536
TCGA-EB-A4OZ	melanoma	1791.31180
TCGA-AR-A5QM	breast_cancer	554.56232
